,reviewrating,reusefulcount,recoolcount,refunnycount,friendcount,fancount,tipcount,reviewcount,firstcount,usefulcount,coolcount,complimentcount,funnycount,busrating,buscateg,pricerange,monmembership,firstreview,maxReviewDay,avgReviewDay,avgpostedrating,avgreviewlen,polarity,subjective
5249,4,0,0,0,0,0,0,1,0,0,0,0,0,4.5,1,1,0,0,1,1,4,153,0.8,0.75
5250,5,0,0,0,0,0,0,2,0,3,3,0,0,4.0,1,1,0,0,1,1,5,1675,0.3653846153846155,0.4538461538461538
5251,5,0,0,0,17,0,0,36,0,20,10,3,4,4.0,1,0,43,0,4,1,3,468,0.18571428571428572,0.5428571428571428
5252,5,0,0,0,0,0,0,26,2,13,1,1,0,4.0,1,3,0,0,18,8,3,736,0.3736111111111111,0.4763888888888889
5253,5,0,0,0,5,1,7,31,0,12,9,5,11,4.5,1,2,24,0,13,3,3,784,0.5666666666666667,0.6111111111111112
5254,3,2,1,0,346,18,638,278,9,514,355,298,376,4.0,1,0,27,0,8,2,3,1034,0.24166666666666667,0.35624999999999996
5255,5,0,0,0,8,0,0,7,0,4,1,0,2,4.0,1,2,0,0,7,7,4,401,0.25,0.8
5256,3,1,1,1,13,2,0,61,2,70,47,8,65,4.0,1,1,35,0,3,1,3,1109,0.20151515151515154,0.3909090909090909
5257,4,0,0,0,0,0,0,4,0,1,0,0,0,3.5,2,2,0,0,4,4,2,690,0.2,0.5416666666666666
5258,4,0,0,0,24,8,0,169,1,170,66,19,67,4.0,1,1,7,0,10,1,3,792,0.02000000000000001,0.4444444444444444
5259,2,2,0,1,43,7,0,140,6,300,170,36,220,4.0,1,1,19,0,6,1,3,1397,0.09027777777777779,0.5439814814814815
5260,4,0,1,1,22,3,0,155,4,115,53,20,36,4.0,1,2,20,0,12,2,3,932,0.1288888888888889,0.5655555555555556
5261,5,0,0,0,10,0,0,105,6,114,24,6,22,4.0,1,2,33,0,4,1,3,522,0.2142857142857143,0.4178571428571428
5262,5,2,2,0,11,0,0,9,0,9,9,0,0,4.0,1,1,0,0,3,1,5,605,0.19031877213695395,0.43528138528138527
5263,5,0,0,0,20,0,0,74,0,27,15,3,16,4.0,1,2,41,0,36,7,4,594,0.4666666666666666,0.6333333333333334
5264,1,0,0,0,0,0,0,1,0,2,0,0,0,4.0,1,1,0,0,1,1,1,1321,0.0423076923076923,0.35128205128205126
5265,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,3,0,0,1,1,5,427,0.1726190476190476,0.6226190476190476
5266,5,3,2,0,1351,185,210,510,9,1622,1190,1370,1100,3.5,0,2,37,0,9,2,3,970,0.2667460317460318,0.4917460317460317
5267,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,356,0.5,0.5
5268,5,4,2,0,35,5,13,264,21,267,82,56,111,4.0,1,1,7,0,13,2,3,838,0.4050000000000001,0.48666666666666664
5269,4,0,0,0,12,0,0,20,0,6,0,0,1,4.0,1,1,2,0,2,1,3,417,-0.115625,0.7096153846153846
5270,5,0,0,0,0,0,0,6,0,1,1,0,0,4.5,1,2,5,0,6,6,4,305,-0.3333333333333333,0.6666666666666666
5271,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,1,1,0,2,1,4,175,0.31666666666666665,0.5166666666666667
5272,4,0,0,0,1,1,1,20,0,6,3,0,0,4.0,1,0,15,0,6,2,4,374,-0.6,0.95
5273,5,2,0,1,4,0,0,115,3,91,29,9,21,4.0,0,2,18,0,40,2,3,621,0.26145124716553286,0.5970521541950113
5274,2,0,0,0,0,0,0,16,2,5,2,0,1,3.0,0,2,1,0,3,1,4,253,0.4666666666666666,0.6666666666666666
5275,5,0,0,0,1,0,0,14,0,2,0,1,0,4.0,1,2,1,0,4,2,3,697,0.07916666666666668,0.23511904761904762
5276,3,0,0,0,0,0,0,6,1,2,0,0,0,4.0,0,2,0,0,2,1,3,542,0.20425000000000004,0.5882499999999999
5277,1,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,3,0,2,1,1,411,0.0,0.0
5278,5,0,0,0,2,0,0,5,0,3,1,0,1,4.0,1,1,0,0,5,5,4,494,0.45,0.6375
5279,4,0,0,0,48,0,0,2,0,0,0,0,0,4.0,0,1,3,0,1,1,3,713,0.3611111111111111,0.6791666666666666
5280,5,0,0,0,0,1,0,12,0,3,0,0,3,4.0,1,1,19,0,5,2,4,471,0.20833333333333334,0.625
5281,5,0,0,0,18,1,0,48,1,22,6,4,4,3.5,0,1,25,0,6,1,3,301,0.2375,0.55
5282,5,2,1,1,3,0,0,45,0,42,34,0,26,3.5,1,1,22,0,22,7,3,443,0.291025641025641,0.5049857549857549
5283,5,0,0,0,0,0,0,9,0,1,0,0,0,4.0,0,2,0,0,7,4,4,763,0.1611111111111111,0.5722222222222222
5284,2,0,0,0,0,0,0,3,0,2,0,0,0,4.0,1,2,0,0,1,1,2,236,0.049999999999999996,0.3638888888888889
5285,1,0,0,0,0,0,0,2,0,0,0,0,2,4.0,1,1,17,0,1,1,1,777,0.12000000000000002,0.21000000000000002
5286,4,0,0,0,1,0,0,37,0,3,0,3,0,3.5,1,2,0,0,17,9,3,95,0.37878787878787873,0.5181818181818182
5287,5,0,0,0,0,0,1,21,0,3,1,0,3,4.0,1,2,11,0,4,1,3,358,0.15555555555555559,0.3277777777777778
5288,3,0,0,0,0,0,0,11,0,4,0,0,1,4.0,1,2,28,0,5,1,4,465,0.13476190476190478,0.23428571428571426
5289,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,2,2594,0.2154040404040404,0.5201388888888888
5290,4,0,0,0,38,0,14,79,2,25,9,7,6,4.5,1,0,47,0,10,2,3,211,0.1375,0.3125
5291,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,0,0,2,2,5,517,0.4666666666666666,0.525
5292,5,0,0,0,0,0,0,15,2,3,1,0,0,4.5,1,2,2,0,3,1,3,307,0.575,0.5875
5293,4,1,0,0,41,10,0,174,1,177,110,79,83,4.0,1,2,31,0,8,2,4,1434,0.22403846153846155,0.4256410256410257
5294,4,0,0,0,0,0,0,10,0,2,1,0,1,4.0,1,1,12,0,5,5,4,556,0.25,0.3833333333333333
5295,5,0,0,0,5,0,0,22,0,4,2,2,3,4.0,1,1,17,0,7,2,4,400,0.325,0.495
5296,4,0,0,0,0,0,0,5,0,0,0,0,0,3.5,1,0,0,0,2,1,3,272,0.6000000000000001,0.77
5297,5,0,0,0,0,0,0,6,0,0,0,0,3,4.0,1,1,0,0,5,3,2,658,0.5681818181818181,0.7272727272727273
5298,4,1,0,0,13,1,1,24,2,11,13,1,11,4.0,1,2,23,0,6,1,3,636,0.3142857142857142,0.55
5299,4,1,1,1,422,45,169,738,76,1490,1025,738,749,4.0,1,2,23,0,18,3,4,1156,0.43043478260869567,0.4775362318840579
5300,5,0,0,0,0,0,0,1,0,2,1,0,0,4.0,1,1,0,0,1,1,5,847,0.4166666666666667,0.3833333333333333
5301,1,0,0,0,0,0,0,1,0,1,0,0,0,4.0,1,1,12,0,1,1,1,1562,0.11865079365079367,0.542063492063492
5302,5,1,0,1,43,1,59,44,0,18,5,2,7,3.5,1,1,14,0,9,3,3,633,0.37777777777777777,0.49444444444444446
5303,5,0,0,0,21,3,6,177,1,104,39,10,20,4.0,1,1,28,0,7,1,3,1027,0.33184523809523814,0.5101190476190477
5304,4,0,0,0,4,0,1,9,0,4,2,0,0,4.0,1,1,0,0,3,1,3,607,0.2983333333333334,0.5650000000000001
5305,4,0,0,0,2,0,1,14,8,4,1,0,0,4.0,1,2,9,0,12,4,2,312,0.5133333333333334,0.5733333333333334
5306,2,0,0,0,16,6,0,45,5,150,119,87,81,4.0,1,2,32,0,4,1,3,1312,0.24,0.4377777777777777
5307,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,1,0,1,1,5,41,0.8,0.75
5308,3,1,0,0,81,1,1,126,6,96,97,66,61,4.0,1,1,26,0,8,1,3,444,0.225,0.275
5309,5,0,0,0,0,0,0,3,0,4,0,0,0,3.5,1,2,0,0,1,1,5,1593,-0.007059228650137745,0.34528236914600563
5310,2,1,0,0,138,10,92,179,5,171,96,30,77,4.0,1,2,1,0,32,4,3,749,0.024999999999999994,0.575
5311,5,0,0,0,0,0,0,9,0,1,0,0,0,4.0,0,2,0,0,7,4,4,763,0.1611111111111111,0.5722222222222222
5312,4,0,0,0,43,4,0,275,4,153,51,25,31,4.0,1,2,5,0,14,3,3,500,0.17166666666666666,0.5133333333333333
5313,5,3,3,1,118,5,0,73,0,74,38,69,28,4.0,1,1,1,0,16,2,3,789,0.3607142857142857,0.43214285714285705
5314,2,2,0,1,3,0,0,15,0,14,4,0,2,4.0,1,2,4,0,5,1,3,1073,0.3287037037037038,0.4277777777777778
5315,5,0,0,0,6,1,0,25,1,15,7,5,4,4.0,1,1,38,0,4,1,3,400,0.39285714285714285,0.4261904761904762
5316,4,0,0,0,30,2,81,250,66,195,112,61,28,3.5,0,2,19,0,6,1,3,1121,0.040499999999999994,0.4803333333333333
5317,5,0,0,0,2,0,0,15,0,1,0,0,0,3.5,1,2,0,0,5,1,4,521,0.41428571428571426,0.5714285714285714
5318,3,0,0,0,12,0,0,15,0,4,2,0,2,4.0,1,1,17,0,8,2,3,297,0.275,0.29423076923076924
5319,5,0,0,0,1,0,0,38,0,16,7,1,3,3.5,1,0,13,0,11,3,3,783,0.44666666666666666,0.5333333333333333
5320,4,0,0,0,9,0,0,16,0,15,3,1,4,4.0,1,1,15,0,2,1,3,899,0.4516666666666666,0.6616666666666666
5321,4,0,0,0,2,0,0,4,0,2,0,0,1,4.0,1,1,17,0,3,2,2,1228,0.1875,0.4375
5322,4,1,1,1,30,2,19,60,1,83,62,38,55,4.0,1,1,4,0,9,2,3,952,0.275,0.3016666666666667
5323,5,2,0,1,53,4,55,156,34,180,71,39,33,4.0,1,3,20,0,21,2,4,405,0.35,0.5364583333333334
5324,5,0,0,0,0,0,0,11,0,0,0,0,0,4.0,1,1,4,0,8,5,3,456,0.5083333333333334,0.6749999999999999
5325,5,0,0,0,14,0,72,11,0,3,1,2,0,4.0,1,0,0,0,2,1,4,593,0.43387445887445886,0.5256926406926408
5326,4,0,0,0,1,0,0,16,0,3,1,1,1,4.0,1,2,0,0,5,1,4,259,0.3817460317460317,0.45357142857142857
5327,3,4,0,0,12,1,0,119,27,165,67,27,50,4.0,0,1,63,0,13,2,3,479,0.24815151515151515,0.5697272727272727
5328,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,671,-0.4468253968253968,0.653968253968254
5329,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,3,0,0,1,1,1,528,-0.34722222222222215,0.6444444444444444
5330,3,3,0,0,19,2,0,19,0,20,6,0,4,4.0,1,1,15,0,4,1,4,750,0.18652882205513785,0.45125313283208024
5331,5,0,0,0,0,0,0,2,0,1,1,0,0,4.0,1,2,10,0,1,1,5,475,0.43214285714285716,0.48392857142857143
5332,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,4,82,0.4333333333333333,0.4666666666666667
5333,3,0,0,0,0,0,0,3,0,0,0,0,0,3.5,1,1,1,0,2,1,3,319,0.5,0.5
5334,5,0,0,0,224,2,0,66,5,43,23,48,7,4.0,1,1,4,0,24,3,4,455,0.4123809523809524,0.584973544973545
5335,4,0,0,0,4,1,0,84,8,76,21,7,13,3.5,1,1,4,0,9,3,4,929,0.21948051948051944,0.6077922077922079
5336,4,4,5,2,1106,29,0,946,9,1747,1056,206,545,4.0,1,1,19,0,22,4,3,333,0.2448051948051948,0.5306006493506493
5337,2,0,0,0,6,0,12,70,7,51,7,5,14,3.5,0,2,1,0,16,3,3,1253,0.053125,0.28229166666666666
5338,4,0,0,0,13,6,0,227,8,152,68,21,58,4.0,1,1,37,0,13,2,3,613,0.22857142857142856,0.5714285714285714
5339,4,1,0,0,58,6,2,327,11,288,172,169,294,4.0,1,1,39,0,38,3,3,661,0.1142857142857143,0.16071428571428573
5340,4,0,0,0,0,0,0,8,0,4,1,0,0,4.0,1,1,1,0,7,4,3,1084,0.040000000000000015,0.62
5341,4,0,0,0,59,0,159,59,5,30,6,33,5,3.5,1,1,0,0,25,12,4,229,0.8,0.75
5342,5,0,0,0,3,2,0,32,0,49,32,7,22,4.0,1,1,0,0,22,4,4,301,-0.033333333333333326,0.5166666666666666
5343,4,0,0,0,0,0,0,4,0,1,0,0,0,3.5,0,2,0,0,3,2,3,603,0.3541666666666667,0.5916666666666666
5344,5,0,0,0,14,0,0,17,3,3,1,0,4,4.0,1,1,1,0,3,1,4,954,0.20956790123456792,0.3702160493827161
5345,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,3,0,0,1,1,1,528,-0.34722222222222215,0.6444444444444444
5346,3,0,0,0,0,0,0,6,1,4,0,0,5,4.5,1,1,0,0,3,1,3,311,0.2642857142857143,0.29285714285714287
5347,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,2,0,2,2,5,1311,0.21666666666666667,0.40324074074074073
5348,4,0,0,0,3,0,0,15,0,2,0,0,1,4.0,0,1,50,0,3,1,3,544,0.2625,0.4125
5349,4,0,0,0,0,0,0,2,0,3,0,0,0,4.0,1,2,0,0,2,2,2,573,0.4666666666666666,0.4444444444444444
5350,3,0,0,0,1,0,0,11,1,2,1,0,2,3.5,1,1,3,0,6,5,4,300,0.7249999999999999,0.6375000000000001
5351,4,1,1,0,61,4,9,280,2,258,115,32,56,4.0,1,2,20,0,7,1,3,708,0.3066666666666667,0.4759259259259259
5352,1,0,0,0,2,0,0,31,3,44,4,3,9,3.5,1,1,52,0,2,1,3,483,0.1708333333333333,0.2638888888888889
5353,1,0,0,1,9,3,6,199,8,188,43,16,70,4.0,0,2,33,0,12,2,2,527,0.15625,0.2762820512820513
5354,1,0,0,0,0,0,4,25,0,15,1,0,11,3.5,0,2,2,0,2,1,2,883,-0.06949855699855698,0.5619708994708995
5355,4,1,2,1,379,36,162,524,17,2453,1785,1111,1775,4.0,1,1,36,0,6,1,3,767,0.26987179487179486,0.4762820512820513
5356,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,1647,0.04090909090909092,0.4181818181818182
5357,5,0,0,0,0,0,0,7,0,1,0,0,0,4.0,1,0,0,0,5,2,4,502,0.29561688311688306,0.4979662698412698
5358,4,0,0,0,0,0,0,3,0,1,0,0,0,4.0,1,2,0,0,3,3,3,269,0.0,0.0
5359,4,0,0,0,36,0,7,22,0,3,2,7,2,4.0,1,0,1,0,3,1,3,222,0.4388888888888889,0.5694444444444445
5360,4,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,0,0,2,1,4,1744,0.24133333333333337,0.4040000000000001
5361,5,0,0,0,1,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,487,0.30000000000000004,0.3483974358974359
5362,4,0,0,0,54,6,0,190,27,288,146,111,180,4.0,1,1,69,0,10,1,3,638,0.4,0.55
5363,5,0,1,0,2,0,0,35,0,16,10,3,11,4.0,1,1,31,0,4,1,3,443,0.15317460317460319,0.3281746031746032
5364,4,0,0,0,16,0,0,13,0,4,2,2,0,4.0,1,1,0,0,11,6,3,839,0.3428571428571429,0.5285714285714286
5365,5,0,0,0,0,0,0,14,0,5,3,0,2,4.0,1,1,0,0,10,7,3,438,0.2333333333333333,0.20000000000000004
5366,3,0,0,0,0,0,0,22,1,2,1,0,6,3.5,1,1,16,0,14,5,3,300,0.030555555555555558,0.4305555555555555
5367,5,0,0,0,0,0,0,5,0,0,0,0,1,4.0,1,1,0,0,4,2,3,1096,0.31113636363636366,0.5412878787878788
5368,5,0,0,0,6,0,30,13,0,3,0,5,1,4.0,1,1,0,0,11,6,4,228,0.4121212121212121,0.5666666666666668
5369,5,0,0,0,1,0,0,3,0,1,0,0,0,4.0,1,1,0,0,2,1,5,211,0.5583333333333333,0.5333333333333333
5370,4,0,0,0,0,0,0,5,0,1,0,0,0,4.0,1,2,6,0,3,2,4,160,0.75,0.675
5371,4,0,0,0,0,0,0,6,0,0,0,0,0,4.0,1,2,2,0,4,2,3,1161,0.286969696969697,0.3366666666666667
5372,5,2,1,2,1,0,0,10,0,3,1,1,5,4.0,1,1,0,0,3,1,4,372,0.34880952380952385,0.6408730158730158
5373,5,0,0,0,0,0,0,3,0,0,0,0,0,4.5,1,2,0,0,3,3,5,465,0.19305555555555556,0.5499999999999999
5374,1,1,1,0,1,0,1,11,0,9,4,1,3,2.0,0,1,4,0,5,2,2,997,0.0,0.0
5375,4,6,6,5,153,18,17,222,12,908,685,183,431,4.0,1,1,33,0,11,2,3,814,0.336984126984127,0.611984126984127
5376,2,0,0,0,0,1,0,41,0,21,16,0,14,4.0,1,2,0,0,37,20,3,161,0.32222222222222224,0.47222222222222215
5377,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,2,0,0,3,2,4,783,0.29333333333333333,0.6011111111111112
5378,5,0,0,0,0,0,0,2,0,1,0,0,0,4.0,1,2,22,0,1,1,5,411,0.6114285714285714,0.6242857142857143
5379,4,1,0,0,43,12,24,130,7,201,98,36,152,4.0,1,2,18,0,9,2,3,952,0.13659673659673657,0.5975135975135974
5380,5,0,0,0,0,0,0,13,0,1,0,0,1,4.0,1,2,21,0,7,2,2,650,0.2333333333333333,0.23333333333333336
5381,4,0,0,0,11,0,0,35,0,34,12,2,11,4.0,1,2,21,0,5,1,3,623,0.40952380952380957,0.8063492063492063
5382,2,1,1,1,0,0,0,17,0,10,3,0,2,4.0,1,1,14,0,3,1,4,825,0.08106575963718822,0.44402872260015114
5383,4,0,0,0,1,0,0,2,0,0,0,0,0,4.0,1,1,0,0,1,1,4,298,0.0,0.75
5384,2,0,0,0,0,0,0,10,0,2,0,0,0,4.0,1,1,25,0,2,1,3,691,0.2,0.56
5385,5,0,0,0,0,0,0,7,0,1,0,0,0,3.5,1,2,0,0,3,2,4,311,0.04805194805194805,0.38571428571428573
5386,4,0,0,0,10,0,0,43,0,40,13,4,6,4.0,1,1,41,0,5,1,3,764,0.4036796536796537,0.530952380952381
5387,3,0,1,0,5,0,0,67,1,40,16,2,10,4.0,1,1,15,0,7,2,3,1590,0.06388888888888888,0.3569444444444444
5388,1,0,0,0,0,0,0,4,0,1,0,1,0,4.0,1,2,0,0,2,1,3,387,0.10238095238095236,0.5452380952380953
5389,4,0,0,0,2,1,0,23,1,8,2,0,2,4.0,1,1,40,0,11,4,4,345,0.21333333333333332,0.3066666666666667
5390,4,1,1,1,290,40,122,548,13,849,605,426,555,4.0,1,0,8,0,14,2,3,1116,0.1482142857142857,0.29464285714285715
5391,4,0,0,0,50,1,19,11,0,5,0,5,1,4.0,1,2,3,0,3,1,4,427,0.12222222222222223,0.4154320987654321
5392,5,0,0,0,38,1,0,66,4,70,45,34,38,3.5,0,2,8,0,13,3,4,589,0.5428571428571429,0.6428571428571428
5393,4,0,0,0,0,0,0,6,1,1,1,0,0,4.0,0,2,0,0,6,6,4,244,0.48333333333333334,0.8500000000000001
5394,5,0,0,0,0,0,0,4,0,1,0,0,0,4.0,1,1,0,0,3,2,3,352,0.12166666666666665,0.43891025641025644
5395,3,1,0,0,2,0,0,48,0,28,7,0,6,4.0,1,1,21,0,27,6,3,773,0.14692760942760943,0.5598204264870931
5396,5,1,1,0,33,0,0,1,0,1,1,1,0,3.5,1,1,6,0,1,1,5,539,0.31746031746031744,0.4357142857142857
5397,4,0,0,0,10,1,0,4,0,4,2,0,1,4.0,1,2,49,0,2,1,3,1050,0.11666666666666667,0.19166666666666668
5398,1,0,0,0,1,1,0,1,0,6,2,1,0,4.0,1,2,0,0,1,1,1,988,-0.14375,0.4625
5399,5,0,0,0,0,0,0,9,0,2,0,1,0,3.5,1,1,0,0,4,2,4,415,0.4125,0.6472222222222221
5400,3,0,0,0,0,0,0,2,0,0,0,0,0,3.5,1,1,0,0,1,1,3,700,0.38750000000000007,0.4325
5401,5,3,1,0,30,8,0,177,21,449,330,159,198,4.0,1,2,36,0,17,3,4,728,0.24705882352941172,0.48235294117647054
5402,5,1,0,0,3,3,0,74,2,28,22,7,13,4.0,1,1,1,0,11,1,4,402,0.3317460317460318,0.6313492063492064
5403,5,0,0,0,10,0,0,3,0,2,2,0,0,4.0,1,2,3,0,1,1,4,390,0.2652380952380952,0.5752380952380952
5404,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,2,0,0,4,4,4,668,0.1488095238095238,0.2511904761904762
5405,4,0,0,0,2,2,0,72,0,44,13,4,18,4.0,1,2,7,0,7,1,4,742,0.30000000000000004,0.47456140350877196
5406,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,4,434,0.06666666666666667,0.39999999999999997
5407,4,0,0,0,0,0,0,5,0,7,1,0,0,4.0,1,1,1,0,2,1,4,528,0.36726984126984136,0.4932698412698413
5408,4,1,1,0,227,6,1,272,5,342,169,57,120,4.0,1,3,18,0,19,1,3,1832,0.16578124999999996,0.4931597222222222
5409,3,0,0,0,0,0,0,3,1,1,0,0,0,4.0,0,2,0,0,3,3,2,391,0.41805555555555557,0.6069444444444444
5410,4,0,0,0,0,0,0,7,1,6,1,0,1,4.0,1,1,8,0,3,1,3,873,0.352139037433155,0.4355614973262032
5411,4,0,0,0,0,0,1,7,1,2,1,0,1,4.0,1,2,4,0,6,3,3,258,0.5666666666666667,0.625
5412,5,0,0,0,19,3,1,29,0,11,5,4,2,4.0,1,2,4,0,15,3,3,171,0.0,0.0
5413,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,1,7,0,3,3,3,695,0.1,0.35000000000000003
5414,4,0,0,0,4,2,0,33,0,13,2,0,8,3.5,1,1,0,0,12,4,3,68,0.2,0.4
5415,2,0,0,0,14,0,0,8,0,0,0,0,0,4.0,1,0,15,0,2,1,3,120,0.275,0.5125
5416,5,0,0,0,4,0,0,3,0,0,1,1,0,4.0,1,3,0,0,1,1,5,415,0.7666666666666666,0.5166666666666667
5417,4,0,0,0,0,0,0,10,0,12,3,0,0,3.5,1,1,1,0,3,2,4,349,0.41714285714285715,0.36714285714285716
5418,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,1,150,-0.25999999999999995,0.7466666666666667
5419,2,1,1,0,8,3,0,168,19,196,64,9,94,3.5,0,2,21,0,8,2,3,930,0.6,0.55
5420,5,0,0,0,20,1,1,45,2,20,11,2,0,4.0,1,1,34,0,5,1,4,238,0.25,0.2833333333333333
5421,3,0,0,0,38,0,0,31,0,23,16,5,14,3.5,1,1,2,0,8,1,4,362,0.21333333333333332,0.6333333333333334
5422,5,0,0,0,10,0,0,2,0,0,1,2,0,4.0,1,2,0,0,1,1,5,1562,0.3396753246753247,0.5204226329226329
5423,5,0,0,0,32,1,16,40,1,9,5,1,2,4.0,1,0,8,0,8,2,3,264,0.31666666666666665,0.5833333333333334
5424,3,0,0,0,0,0,0,7,0,0,0,0,0,4.0,1,1,0,0,6,3,4,88,0.5,0.5
5425,5,0,0,0,11,0,1,5,0,2,0,1,0,4.0,1,1,1,0,2,1,4,239,0.43,0.5271428571428572
5426,4,0,0,0,0,0,14,5,0,2,1,0,0,4.0,1,1,10,0,3,2,4,1143,0.18333333333333332,0.3819444444444444
5427,5,1,0,0,4,1,0,154,8,91,20,6,33,4.0,1,1,6,0,15,3,3,644,0.14285714285714285,0.2928571428571428
5428,4,2,2,1,114,26,0,247,25,1038,889,1358,573,3.5,0,2,43,0,7,1,3,1122,0.2260416666666667,0.49895833333333334
5429,4,0,0,0,2,0,1,30,0,5,3,0,4,4.5,1,2,1,0,12,3,4,278,0.16785714285714287,0.5
5430,4,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,0,0,2,2,4,727,0.20714285714285713,0.2785714285714286
5431,5,0,0,0,17,0,0,18,1,18,2,1,2,4.5,1,0,6,0,9,3,4,506,0.51,0.64
5432,3,0,0,0,0,0,0,2,0,2,0,1,0,3.5,1,1,6,0,1,1,4,2812,0.22049523809523805,0.5023619047619047
5433,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,1,770,0.04754901960784316,0.6279411764705882
5434,3,0,0,0,1,0,0,32,2,8,2,0,1,4.0,1,2,1,0,5,1,3,382,0.5,0.7166666666666667
5435,4,0,0,0,3,0,1,19,0,3,1,0,0,4.5,1,0,14,0,4,2,3,868,0.3259259259259259,0.5055555555555556
5436,2,0,0,0,0,0,0,1,0,1,0,0,0,3.5,1,2,0,0,1,1,2,261,-0.5000000000000001,0.8666666666666667
5437,4,0,0,0,8,0,6,10,0,1,0,0,0,4.0,1,1,9,0,2,1,3,231,0.7250000000000001,0.525
5438,2,0,0,0,0,0,0,6,0,1,1,0,0,4.0,1,1,19,0,3,3,3,892,0.1487012987012987,0.3926406926406926
5439,4,4,3,3,876,32,4,587,70,920,527,380,355,3.5,1,1,15,0,23,4,3,509,0.20694444444444446,0.6263888888888888
5440,5,0,0,0,0,0,0,4,0,3,0,0,0,4.0,1,3,0,0,1,1,3,100,0.37,0.55
5441,3,0,0,0,53,6,2,224,7,260,125,40,72,3.5,0,2,5,0,12,2,3,786,0.20381944444444441,0.5408564814814816
5442,3,2,1,0,17,0,0,117,4,76,28,12,19,3.5,1,1,15,0,7,1,3,1133,0.26592592592592595,0.5951851851851853
5443,4,0,0,0,0,0,0,10,0,2,1,0,0,4.0,1,1,0,0,3,2,3,110,0.6000000000000001,0.5625
5444,1,1,0,0,34,3,0,114,20,176,68,27,59,3.5,0,1,27,0,16,3,3,643,0.23166666666666663,0.5372222222222222
5445,5,0,0,0,0,0,0,3,0,0,0,0,1,4.0,1,1,22,0,3,3,4,1006,0.2873015873015873,0.5280423280423281
5446,5,0,0,0,110,2,79,67,10,50,15,26,30,4.5,1,0,2,0,11,3,3,1052,0.16,0.5008333333333332
5447,4,0,0,0,0,0,0,13,0,16,6,0,3,4.0,0,2,16,0,4,1,4,2603,0.07666666666666666,0.5377777777777777
5448,1,0,0,0,0,0,0,1,0,1,0,0,0,3.5,2,3,0,0,1,1,1,2986,0.03728070175438597,0.543859649122807
5449,4,1,0,0,0,0,0,11,0,2,0,0,1,4.0,1,2,12,0,2,1,2,524,0.19537037037037036,0.48796296296296293
5450,3,0,0,0,63,7,2,222,3,188,55,30,56,4.0,1,2,0,0,14,2,3,781,0.2333333333333333,0.2972222222222222
5451,4,0,0,0,0,0,0,4,0,0,0,0,0,3.5,0,1,5,0,2,2,3,354,0.2333333333333333,0.6166666666666667
5452,5,0,0,0,0,0,0,3,0,1,0,0,0,4.0,1,2,8,0,1,1,2,875,0.24,0.28
5453,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,1,1542,0.15466666666666667,0.6228333333333331
5454,3,0,0,0,0,0,3,9,0,3,0,0,1,4.0,1,1,7,0,2,1,3,383,0.11979166666666666,0.4552083333333333
5455,5,0,0,0,0,0,0,6,0,0,0,0,3,4.0,1,1,0,0,5,3,2,658,0.5681818181818181,0.7272727272727273
5456,2,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,2,216,0.3066666666666667,0.6666666666666667
5457,3,0,0,0,24,4,0,115,8,105,30,16,52,4.0,1,1,37,0,11,1,3,593,0.14791666666666667,0.5354166666666668
5458,5,4,2,1,11,3,0,101,0,59,19,6,16,4.5,1,3,39,0,10,2,3,740,0.23645431145431145,0.5348455598455598
5459,5,0,0,0,16,0,0,2,0,0,0,0,0,4.0,1,2,0,0,3,3,5,157,0.125,0.42500000000000004
5460,5,2,2,1,10,4,0,60,0,83,60,10,58,4.0,1,0,49,0,16,4,4,885,0.4142857142857143,0.3892857142857143
